SPECIES,STRAIN,JGILIBRARY,BIOSAMPLE,BIOPROJECT,TAXONOMY_ID,ORGANISM_NAME,SRA_SAMPID,SRA_RUNID,LOCUSTAG,TEMPLATE
Mucor circinelloides f. janssenii NRRL 2629,NRRL 2629,HCXCS,SAMN15741913,PRJNA653017,36080,Mucor circinelloides,SRS7408997,SRR12691193,H4W44,ZygoLCG
Mucor circinelloides f. janssenii NRRL 553,NRRL 553,HHBCG,SAMN15741094,PRJNA653018,36080,Mucor circinelloides,SRS7408631,SRR12689986,H4W45,ZygoLCG
Mucor circinelloides f. lusitanicus NRRL 1442,NRRL 1442,HCWZT,SAMN15741093,PRJNA653019,36080,Mucor circinelloides,SRS7408753,SRR12690110,H4W46,ZygoLCG
Mucor circinelloides f. lusitanicus NRRL 1443,NRRL 1443,HHBGH,SAMN15740339,PRJNA653020,36080,Mucor circinelloides,SRS7408754,SRR12690111,H4W47,ZygoLCG
Mucor circinelloides f. lusitanicus NRRL 3629,NRRL 3629,CUPYX,SAMN10864747,PRJNA519265,36080,Mucor circinelloides,SRS4604643,SRR8873499,EV152,ZygoLCG
Mucor circinelloides f. lusitanicus NRRL 3631,NRRL 3631,GWPAC,SAMN16810871,PRJNA676565,29924,Mucor lusitanicus,SRS7834683,SRR13201171,IWR41,ZygoLCG
Mucor circinelloides var. griseocyanus NRRL 1415,NRRL 1415,HHBCU,SAMN15740010,PRJNA653021,36080,Mucor circinelloides,SRS7408746,SRR12690103,H4W48,ZygoLCG
Mucor circinelloides var. griseocyanus NRRL 1416,NRRL 1416,HHBCW,SAMN16773951,PRJNA677206,36080,Mucor circinelloides,,,IWY18,ZygoLCG
Mucor circinelloides var. griseocyanus NRRL 1417,NRRL 1417,HHBCX,SAMN15741914,PRJNA653022,36080,Mucor circinelloides,SRS7408748,SRR12690105,H4W49,ZygoLCG
Mucor circinelloides var. griseocyanus NRRL 1418,NRRL 1418,HCWYY,SAMN15741208,PRJNA653023,36080,Mucor circinelloides,SRS7408751,SRR12690109,H4W50,ZygoLCG
Mucor corticolus NRRL A-16258,NRRL A-16258,GAWAT,SAMN11510173,PRJNA536141,1969505,Mucor corticola,SRS5119589,SRR9713111,FBW94,ZygoLCG
Mucor ctenidius NRRL 2929T,NRRL 2929T,GBNUB,SAMN11510657,PRJNA535833,101144,Mucor ctenidius,SRS5393865,SRR10127293,FBU54,ZygoLCG
Mucor dispersus NRRL 6039,NRRL 6039,CWSCB,SAMN11528543,PRJNA537986,2583355,Backusella dispersa,SRS4736448,SRR9029561,FB414,ZygoLCG
Mucor dispersus NRRL 6045,NRRL 6045,GAUYN,SAMN11528545,PRJNA535091,2583355,Backusella dispersa,SRS5128488,SRR9720659,FBN85,ZygoLCG
Mucor dispersus NRRL 6046,NRRL 6046,GAUXO,SAMN11533300,PRJNA535093,2583355,Backusella dispersa,SRS5128397,SRR9720407,FBN87,ZygoLCG
Mucor foenicola NRRL A-10991,NRRL A-10991,CUPYY,SAMN10878327,PRJNA519276,2512244,Mucor foenicola (nom. inval.),SRS4604651,SRR8873509,EV163,ZygoLCG
Mucor fragilis NRRL 2569,NRRL 2569,CUPYZ,SAMN10864753,PRJNA519275,64491,Mucor fragilis,SRS4604652,SRR8873510,EV162,ZygoLCG
Mucor fragilis NRRL 2714,NRRL 2714,HCXCX,SAMN16773898,PRJNA677202,64491,Mucor fragilis,,,IWY14,ZygoLCG
Mucor fragilis NRRL A-16026,NRRL A-16026,GAWAY,SAMN11510211,PRJNA536165,64491,Mucor fragilis,SRS5119650,SRR9713208,FBX18,ZygoLCG
Mucor genevensis NRRL 1410,NRRL 1410,HCWYO,SAMN15739979,PRJNA653026,64492,Mucor genevensis,SRS7408727,SRR12690084,H4W53,ZygoLCG
Mucor genevensis NRRL 1411,NRRL 1411,HCWYP,SAMN15739933,PRJNA653027,64492,Mucor genevensis,SRS7408726,SRR12690082,H4W54,ZygoLCG
Mucor genevensis NRRL 1412,NRRL 1412,HCWYS,SAMN15741868,PRJNA653074,64492,Mucor genevensis,SRS7408725,SRR12690083,H4X01,ZygoLCG
Mucor genevensis NRRL 1756,NRRL 1756,GAWCC,SAMN11510212,PRJNA536166,64492,Mucor genevensis,SRS5124884,SRR9718425,FBX19,ZygoLCG
Mucor genevensis NRRL 1821,NRRL 1821,CHXYH,SAMN09074667,PRJNA463326,64492,Mucor genevensis,SRS3664065,SRR7686257,DFQ21,ZygoLCG
Mucor genevensis NRRL 3101,NRRL 3101,CWSBA,SAMN11511984,PRJNA537136,64492,Mucor genevensis,SRS4736044,SRR9029119,FB110,ZygoLCG
Mucor genevensis NRRL A-17770,NRRL A-17770,GAWBP,SAMN11510213,PRJNA536167,64492,Mucor genevensis,SRS5122604,SRR9715744,FBX20,ZygoLCG
Mucor globosus Fischer NRRL 1759,NRRL 1759,GAWCU,SAMN11532814,PRJNA538865,2184028,Mucor globosus,SRS5126261,SRR9719285,FB633,ZygoLCG
Mucor globosus NRRL 1436,NRRL 1436,CHXZU,SAMN09083226,PRJNA463331,2184028,Mucor globosus,SRS3664237,SRR7686437,DFQ24,ZygoLCG
Mucor globosus NRRL A-28295,NRRL A-28295,GAWCB,SAMN11510214,PRJNA536168,2184028,Mucor globosus,SRS5123079,SRR9717313,FBX21,ZygoLCG
Mucor griseo-ochraceus var. minuta NRRL 3246,NRRL 3246,CUPZA,SAMN10872735,PRJNA519283,2512251,Mucor griseo-ochraceus,SRS4604648,SRR8873506,EV170,ZygoLCG
Mucor heterosporus NRRL 3154,NRRL 3154,CUPZB,SAMN10872738,PRJNA519284,2512261,Mucor heterosporus,SRS4604650,SRR8873508,EV171,ZygoLCG
Mucor hiemalis NRRL 1419,NRRL 1419,HCWYZ,,,,,,,,ZygoLCG
Mucor hiemalis NRRL 2349,NRRL 2349,GAWCG,SAMN11510190,PRJNA536169,64493,Mucor hiemalis,SRS5124887,SRR9718428,FBX22,ZygoLCG
Mucor hiemalis NRRL 2461,NRRL 2461,HASXW,SAMN18251099,PRJNA710985,64493,Mucor hiemalis,,,J3A52,ZygoLCG
Mucor hiemalis NRRL 2462,NRRL 2462,HASYB,SAMN18250786,PRJNA710993,64493,Mucor hiemalis,,,J3A60,ZygoLCG
Mucor hiemalis NRRL 3140,NRRL 3140,HCXGX,SAMN15741897,PRJNA653008,64493,Mucor hiemalis,SRS7409019,SRR12691215,H4W35,ZygoLCG
Mucor hiemalis NRRL A-11532,NRRL A-11532,GAUZY,SAMN11510215,PRJNA536170,64493,Mucor hiemalis,SRS5119202,SRR9712543,FBX23,ZygoLCG
Mucor hiemalis NRRL A-16027,NRRL A-16027,GAUYP,SAMN11510216,PRJNA536171,64493,Mucor hiemalis,SRS5128503,SRR9720675,FBX24,ZygoLCG
Mucor hiemalis NRRL A-26125,NRRL A-26125,HASXU,SAMN18251318,PRJNA710984,64493,Mucor hiemalis,,,J3A51,ZygoLCG
Mucor hiemalis NRRL A-28298,NRRL A-28298,GAUWZ,SAMN11510217,PRJNA536172,64493,Mucor hiemalis,SRS5128511,SRR9720683,FBX25,ZygoLCG
Mucor hiemalis f. corticola NRRL 3617,NRRL 3617,CHXYU,SAMN09074679,PRJNA463347,64493,Mucor hiemalis,SRS3664068,SRR7686260,DFQ40,ZygoLCG
Mucor hiemalis f. hiemalis NRRL 1743,NRRL 1743,GAWBN,SAMN11532230,PRJNA538879,64493,Mucor hiemalis,SRS5121448,SRR9715040,FB647,ZygoLCG
Mucor hiemalis f. hiemalis NRRL 3624,NRRL 3624,CHXYX,SAMN09074666,PRJNA463325,64493,Mucor hiemalis,SRS3664139,SRR7686331,DFQ20,ZygoLCG
Mucor hiemalis f. luteus NRRL 3633,NRRL 3633,CHXZW,SAMN09062781,PRJNA455966,64493,Mucor hiemalis,SRS3664236,SRR7686436,DER77,ZygoLCG
Mucor hiemalis f. silvaticus NRRL 3643,NRRL 3643,CHXYY,SAMN09062780,PRJNA455965,64493,Mucor hiemalis,SRS3664121,SRR7686313,DER76,ZygoLCG
Mucor inaequisporus NRRL 3626,NRRL 3626,GBNST,SAMN11493301,PRJNA535079,1196534,Mucor inaequisporus,SRS5393875,SRR10127303,FBN73,ZygoLCG
Mucor indicus Lendner NRRL 13132,NRRL 13132,GAUTW,SAMN11493472,PRJNA535081,64623,Mucor indicus,SRS5128177,SRR9720182,FBN75,ZygoLCG
Mucor indicus Lendner NRRL 13468,NRRL 13468,GAUSC,SAMN11493354,PRJNA535027,64623,Mucor indicus,SRS5128179,SRR9720184,FBN18,ZygoLCG
Mucor indicus NRRL 13081,NRRL 13081,GWOTW,SAMN16772329,PRJNA676568,64623,Mucor indicus,SRS7834688,SRR13201175,IWR44,ZygoLCG
Mucor indicus NRRL 13082,NRRL 13082,GWOWG;GZWXU,SAMN16772726,PRJNA676567,64623,Mucor indicus,SRS7834685,SRR13201172,IWR43,ZygoLCG
Mucor indicus NRRL 13133,NRRL 13133,GZNWG,SAMN18251319,PRJNA710988,64623,Mucor indicus,,,J3A55,ZygoLCG
Mucor indicus NRRL 13471,NRRL 13471,GWOTP,SAMN16772431,PRJNA676566,64623,Mucor indicus,SRS7834686,SRR13201174,IWR42,ZygoLCG
Mucor indicus NRRL 555,NRRL 555,CUPZC,SAMN10864748,PRJNA519266,64623,Mucor indicus,SRS4604649,SRR8873507,EV153,ZygoLCG
Mucor intermedius NRRL 6588T,NRRL 6588T,GBNPW,SAMN11533294,PRJNA535821,2572692,Mucor intermedius,SRS5393867,SRR10127295,FBU42,ZygoLCG
Mucor javanicus NRRL A-17643,NRRL A-17643,GAWAP,SAMN11510218,PRJNA536173,51122,Mucor javanicus,SRS5119277,SRR9712619,FBX26,ZygoLCG
Mucor lamprosporus NRRL 3300,NRRL 3300,HASXY,SAMN18251566,PRJNA710990,2572693,Mucor lamprosporus,,,J3A57,ZygoLCG
Mucor lamprosporus NRRL 6037,NRRL 6037,CWSCA,,,,,,,,ZygoLCG
Mucor lamprosporus NRRL 6040,NRRL 6040,GAUYH,SAMN11532232,PRJNA535033,2572693,Mucor lamprosporus,SRS5128487,SRR9720658,FBN24,ZygoLCG
Mucor lamprosporus NRRL 6048,NRRL 6048,CWSCC,SAMN11532714,PRJNA537987,2572693,Mucor lamprosporus,SRS5069332,SRR9650567,FB415,ZygoLCG
Mucor lamprosporus NRRL 6049,NRRL 6049,GAUYB,SAMN11532231,PRJNA534998,2572693,Mucor lamprosporus,SRS5128485,SRR9720652,FBM86,ZygoLCG
Mucor laxorrhizus NRRL 2814,NRRL 2814,CUPZG,SAMN10864724,PRJNA519271,1196536,Mucor laxorrhizus,SRS4604653,SRR8873511,EV158,ZygoLCG
Mucor luteus NRRL 2847,NRRL 2847,HASYG,SAMN18251102,PRJNA710996,156514,Mucor luteus,,,J3A63,ZygoLCG
Mucor luteus NRRL 2865,NRRL 2865,COZUA,SAMN10362775,PRJNA500293,156514,Mucor luteus,SRS4247323,SRR8437490,EDC09,ZygoLCG
Mucor luteus NRRL 3164,NRRL 3164,GZNWU,SAMN18251921,PRJNA710994,156514,Mucor luteus,,,J3A61,ZygoLCG
Mucor luteus var. indica NRRL 3245,NRRL 3245,CHXZX,SAMN09074676,PRJNA463344,156514,Mucor luteus,SRS3664238,SRR7686438,DFQ37,ZygoLCG
Mucor maequisporus var. kaki NRRL 3295,NRRL 3295,CWSBB,SAMN11533436,PRJNA537980,2572694,Mucor sp. JGI-2019a,SRS5069311,SRR9650545,FB408,ZygoLCG
Mucor mephitis NRRL 2596,NRRL 2596,HCXCO,SAMN16810854,PRJNA677211,2789325,Mucor mephitis,,,IWY23,ZygoLCG
Mucor miehei NRRL 5283,NRRL 5283,GAUTX,SAMN11510254,PRJNA536242,4839,Rhizomucor miehei,SRS5128303,SRR9720309,FBX95,ZygoLCG
Mucor miehei NRRL 5902,NRRL 5902,GAUUN,SAMN11493333,PRJNA535013,4839,Rhizomucor miehei,SRS5128321,SRR9720331,FBN02,ZygoLCG
Mucor mousanensis NRRL 3105,NRRL 3105,CHXYT,SAMN09062783,PRJNA455968,1196540,Mucor mousanensis,SRS3664119,SRR7686311,DER79,ZygoLCG
Mucor mucedo Linnaeus Fresenius NRRL A-13277,NRRL A-13277,GAUXY,SAMN11510219,PRJNA536174,29922,Mucor mucedo,SRS5128449,SRR9720467,FBX27,ZygoLCG
Mucor nidicola NRRL 54520,NRRL 54520,CHXZA,SAMN09074665,PRJNA463324,1095377,Mucor nidicola,SRS3664146,SRR7686345,DFQ19,ZygoLCG
Mucor oblongisporus var. macrosporus NRRL 1574,NRRL 1574,CHXYC,SAMN09074669,PRJNA463328,1196543,Backusella oblongispora,SRS3664063,SRR7686255,DFQ23,ZygoLCG
Mucor oblongisporus var. macrosporus NRRL 1589,NRRL 1589,GAWBO,SAMN11510185,PRJNA536142,1196543,Backusella oblongispora,SRS5122019,SRR9715611,FBW95,ZygoLCG
Mucor odoratus NRRL 3064,NRRL 3064,CHXYS,SAMN09062784,PRJNA455969,1196544,Mucor odoratus,SRS3664067,SRR7686259,DER80,ZygoLCG
Mucor pakistanicus NRRL 6589,NRRL 6589,CUPZH,SAMN10872473,PRJNA519279,2512246,Mucor pakistanicus,SRS4604669,SRR8873527,EV166,ZygoLCG
Mucor petrinsularis var. echinosporus NRRL 3141,NRRL 3141,CUPZN,SAMN10864751,PRJNA519273,708069,Mucor fuscus,SRS4604693,SRR8873551,EV160,ZygoLCG
Mucor petrinsularis var. ovalisporus NRRL 2536,NRRL 2536,CUPZO,SAMN10864723,PRJNA519270,708069,Mucor fuscus,SRS4604692,SRR8873550,EV157,ZygoLCG
Mucor philippovi NRRL 3036,NRRL 3036,CHXYP,SAMN09074677,PRJNA463345,2045276,Mucor philippovii (nom. inval.),SRS3664066,SRR7686258,DFQ38,ZygoLCG
Mucor piriformis NRRL 3637,NRRL 3637,GBNTZ,SAMN11510668,PRJNA536120,105697,Mucor piriformis,SRS5393868,SRR10127296,FBW73,ZygoLCG
Mucor plasmaticus NRRL 2708,NRRL 2708,GBNSS,SAMN11532713,PRJNA538884,1196545,Mucor plasmaticus,SRS5393870,SRR10127298,FB652,ZygoLCG
Mucor plumbeus JES 114,JES 114,GBNXC,SAMN11510828,PRJNA535823,97098,Mucor plumbeus,SRS5128506,SRR10127300,FBU44,ZygoLCG
Mucor plumbeus NRRL 2353,NRRL 2353,GAUYW,SAMN11510191,PRJNA536175,97098,Mucor plumbeus,SRS5128506,SRR9720678,FBX28,ZygoLCG
Mucor plumbeus NRRL 2357,NRRL 2357,HCXBN,SAMN15739633,PRJNA653031,97098,Mucor plumbeus,SRS7408909,SRR12690274,H4W58,ZygoLCG
Mucor pusillus Lindt NRRL 3470,NRRL 3470,GAUSH,SAMN11510241,PRJNA536225,4840,Rhizomucor pusillus,SRS5128180,SRR9720185,FBX78,ZygoLCG
Mucor pusillus Lindt NRRL A-16035,NRRL A-16035,GAUYU,SAMN11493328,PRJNA535000,4840,Rhizomucor pusillus,SRS5128508,SRR9720680,FBM89,ZygoLCG
Mucor pusillus NRRL 5893,NRRL 5893,GAUZT,SAMN11493330,PRJNA535005,4840,Rhizomucor pusillus,SRS5119189,SRR9712445,FBM94,ZygoLCG
Mucor pusillus NRRL 5895,NRRL 5895,HASYA,SAMN18251097,PRJNA710992,4840,Rhizomucor pusillus,,,J3A59,ZygoLCG
Mucor pusillus NRRL A-13674,NRRL A-13674,GAUWY,SAMN11510175,PRJNA536144,4840,Rhizomucor pusillus,SRS5128489,SRR9720660,FBW97,ZygoLCG
Mucor pusillus NRRL A-14037,NRRL A-14037,GAWHW,SAMN11510186,PRJNA536145,4840,Rhizomucor pusillus,SRS5128519,SRR9720691,FBW98,ZygoLCG
Mucor racemosus Fresenius NRRL 1504,NRRL 1504,GAWBZ,SAMN11510221,PRJNA536177,4841,Mucor racemosus,SRS5123036,SRR9717268,FBX30,ZygoLCG
Mucor racemosus Fresenius NRRL 1608,NRRL 1608,GAWBU,SAMN11510223,PRJNA536178,4841,Mucor racemosus,SRS5122934,SRR9717095,FBX31,ZygoLCG
Mucor racemosus Fresenius NRRL 1622,NRRL 1622,GAWHG,SAMN11510224,PRJNA536179,4841,Mucor racemosus,SRS5118075,SRR9711287,FBX32,ZygoLCG
Mucor racemosus Fresenius NRRL 1688,NRRL 1688,GAUZG,SAMN11510225,PRJNA536180,4841,Mucor racemosus,SRS5118745,SRR9711956,FBX33,ZygoLCG
Mucor racemosus Fresenius NRRL 1994,NRRL 1994,GAWHS,SAMN11510252,PRJNA536240,4841,Mucor racemosus,SRS5128513,SRR9720685,FBX93,ZygoLCG
Mucor racemosus Fresenius NRRL A-11534,NRRL A-11534,GAUYT,SAMN11510220,PRJNA536176,4841,Mucor racemosus,SRS5128507,SRR9720679,FBX29,ZygoLCG
Mucor racemosus Fresenius NRRL A-19185,NRRL A-19185,GAWAA,SAMN11510226,PRJNA536181,4841,Mucor racemosus,SRS5119264,SRR9712605,FBX34,ZygoLCG
Mucor racemosus Fresenius NRRL A-19189,NRRL A-19189,GAWAO,SAMN11510227,PRJNA536182,4841,Mucor racemosus,SRS5119279,SRR9712620,FBX35,ZygoLCG
Mucor racemosus NRRL 1427,NRRL 1427,HHBCY,SAMN16773358,PRJNA677212,4841,Mucor racemosus,,,IWY24,ZygoLCG
Mucor racemosus NRRL 1428,NRRL 1428,HCWZB,,,,,,,,ZygoLCG
Mucor racemosus NRRL 1627,NRRL 1627,GAWCO,SAMN11510228,PRJNA536183,4841,Mucor racemosus,SRS5126128,SRR9719151,FBX36,ZygoLCG
Mucor racemosus f. sphaerosporus NRRL 3645,NRRL 3645,CHXYZ,SAMN09074678,PRJNA463346,4841,Mucor racemosus,SRS3664145,SRR7686344,DFQ39,ZygoLCG
Mucor racemosus var. racemosus NRRL 3641,NRRL 3641,GBNUH,SAMN11510669,PRJNA536121,4841,Mucor racemosus,SRS5393874,SRR10127302,FBW74,ZygoLCG
Mucor ramannianus NRRL 1839,NRRL 1839,GAWCN,SAMN11510176,PRJNA536146,41833,Umbelopsis ramanniana,SRS5124886,SRR9718427,FBW99,ZygoLCG
Mucor ramannianus NRRL A-21216,NRRL A-21216,GAWAH,SAMN11510177,PRJNA536147,41833,Umbelopsis ramanniana,SRS5119278,SRR9712618,FBX00,ZygoLCG
Mucor ramosissimus NRRL 3042,NRRL 3042,CUPZP,SAMN10864756,PRJNA519286,90264,Mucor ramosissimus,SRS4604691,SRR8873549,EV173,ZygoLCG
Mucor recurvus NRRL 2358,NRRL 2358,CUPZS,SAMN10864752,PRJNA519274,101110,Backusella recurva,SRS4604696,SRR8873557,EV161,ZygoLCG
Mucor recurvus var. indicus NRRL 3247,NRRL 3247,CUPZT,SAMN10864755,PRJNA519285,101110,Backusella recurva,SRS4604694,SRR8873555,EV172,ZygoLCG
Mucor rouxianus NRRL 1429,NRRL 1429,HCWZC,SAMN15759853,PRJNA653034,2761406,Mucor rouxianus,SRS7408745,SRR12690101,H4W61,ZygoLCG
Mucor rouxianus NRRL 1430,NRRL 1430,HHBCZ,SAMN15759851,PRJNA653035,2761406,Mucor rouxianus,SRS7408747,SRR12690104,H4W62,ZygoLCG
Mucor rouxii Calmette Wehmer NRRL 1894,NRRL 1894,GAWCA,SAMN11510195,PRJNA536238,29923,Amylomyces rouxii,SRS5123080,SRR9717314,FBX91,ZygoLCG
Mucor saturninus NRRL 2631,NRRL 2631,COZTZ,SAMN10362776,PRJNA500294,64648,Mucor saturninus,SRS4247322,SRR8437489,EDC10,ZygoLCG
Mucor silvaticus NRRL 1431,NRRL 1431,CHXYB,SAMN09074670,PRJNA463332,155724,Mucor hiemalis f. silvaticus,SRS3664061,SRR7686253,DFQ25,ZygoLCG
Mucor sp. NRRL 1439,NRRL 1439,HCWZO,SAMN15759822,PRJNA653076,2761442,Mucor sp. NRRL 1439,SRS7408750,SRR12690107,H4X03,ZygoLCG
Mucor sp. NRRL 1440,NRRL 1440,HHBGC,,,,,,,,ZygoLCG
Mucor sp. NRRL 1441,NRRL 1441,HHBGG,SAMN15759884,PRJNA653036,2761414,Mucor sp. NRRL 1441,SRS7408744,SRR12690102,H4W63,ZygoLCG
Mucor sp. NRRL 1444,NRRL 1444,HHBGN,SAMN15759830,PRJNA653060,2761412,Mucor sp. NRRL 1444,SRS7408881,SRR12690246,H4W87,ZygoLCG
Mucor sp. NRRL 1446,NRRL 1446,HCWZY,SAMN16810853,PRJNA677201,2789339,Mucor sp. NRRL 1446,,,IWY13,ZygoLCG
Mucor sp. NRRL 1448,NRRL 1448,HHBGP,SAMN16810890,PRJNA677204,2789338,Mucor sp. NRRL 1448,,,IWY16,ZygoLCG
Mucor sp. NRRL 1449,NRRL 1449,HCXAA,SAMN15759878,PRJNA653077,2761439,Mucor sp. NRRL 1449,SRS7408847,SRR12690205,H4X04,ZygoLCG
Mucor sp. NRRL 1451,NRRL 1451,HCXAB,SAMN15759844,PRJNA653083,2761432,Mucor sp. NRRL 1451,SRS7408848,SRR12690204,H4X10,ZygoLCG
Mucor sp. NRRL 1454,NRRL 1454,HHBGS,,,,,,,,ZygoLCG
Mucor sp. NRRL 1533,NRRL 1533,HCXAS,SAMN15759827,PRJNA653116,2761437,Mucor sp. NRRL 1533,SRS7408850,SRR12690206,H4X43,ZygoLCG
Mucor sp. NRRL 1644,NRRL 1644,HCXBB,SAMN15759828,PRJNA653115,2761436,Mucor sp. NRRL 1644,SRS7408899,SRR12690264,H4X42,ZygoLCG
Mucor sp. NRRL 2728,NRRL 2728,HCXCY,SAMN15759834,PRJNA653009,2761416,Mucor sp. NRRL 2728,SRS7409004,SRR12691200,H4W36,ZygoLCG
Mucor sp. NRRL 2932,NRRL 2932,HCXGH,SAMN15759837,PRJNA653118,2761438,Mucor sp. NRRL 2932,SRS7409000,SRR12691195,H4X45,ZygoLCG
Mucor sp. NRRL 3206,NRRL 3206,GZNWB,SAMN18312916,PRJNA710986,2818458,Mucor sp. NRRL 3206,,,J3A53,ZygoLCG
Mucor sp. NRRL A-14906,NRRL A-14906,GAWAZ,SAMN11532703,PRJNA536184,2572661,Mucor sp. NRRL A-14906,SRS5119649,SRR9713209,FBX37,ZygoLCG
Mucor sp. NRRL A-17182,NRRL A-17182,GAWAX,SAMN11533438,PRJNA536185,2572662,Mucor sp. NRRL A-17182,SRS5119591,SRR9713113,FBX38,ZygoLCG
Mucor sp. NRRL A-17797,NRRL A-17797,GAWBC,SAMN11532704,PRJNA536186,2572663,Mucor sp. NRRL A-17797,SRS5121301,SRR9714902,FBX39,ZygoLCG
Mucor sp. NRRL A-18583,NRRL A-18583,GAWBA,SAMN11532037,PRJNA536187,2572664,Mucor sp. NRRL A-18583,SRS5119659,SRR9713218,FBX40,ZygoLCG
Mucor sp. NRRL A-21230,NRRL A-21230,GAWAW,SAMN11532223,PRJNA536188,2572665,Mucor sp. NRRL A-21230,SRS5119590,SRR9713112,FBX41,ZygoLCG
Mucor sp. NRRL A-21232,NRRL A-21232,GAWCP,SAMN11532224,PRJNA536189,2572666,Mucor sp. NRRL A-21232,SRS5126129,SRR9719152,FBX42,ZygoLCG
Mucor sp. NRRL A-21236,NRRL A-21236,GAWAU,SAMN11533293,PRJNA536190,2572667,Mucor sp. NRRL A-21236,SRS5119588,SRR9713110,FBX43,ZygoLCG
Mucor sp. NRRL A-25546,NRRL A-25546,GAWBX,SAMN11533439,PRJNA536191,2572668,Mucor sp. NRRL A-25546,SRS5122935,SRR9717096,FBX44,ZygoLCG
Mucor sp. NRRL A-25547,NRRL A-25547,GAUYO,SAMN11528546,PRJNA536192,2572669,Mucor sp. NRRL A-25547,SRS5128502,SRR9720673,FBX45,ZygoLCG
Mucor sp. NRRL A-25548,NRRL A-25548,GAWAC,SAMN11532816,PRJNA536193,2572670,Mucor sp. NRRL A-25548,SRS5119267,SRR9712608,FBX46,ZygoLCG
Mucor sp. NRRL A-25783,NRRL A-25783,GAWBG,SAMN11533440,PRJNA536194,2572671,Mucor sp. NRRL A-25783,SRS5121409,SRR9715010,FBX47,ZygoLCG
Mucor sp. NRRL A-25793,NRRL A-25793,GAUXP,SAMN11532555,PRJNA536195,2572672,Mucor sp. NRRL A-25793,SRS5128442,SRR9720460,FBX48,ZygoLCG
Mucor sp. NRRL A-25970,NRRL A-25970,GAWCT,SAMN11532817,PRJNA536196,2572673,Mucor sp. NRRL A-25970,SRS5126126,SRR9719149,FBX49,ZygoLCG
Mucor sp. NRRL A-26212,NRRL A-26212,GAUZZ,SAMN11528549,PRJNA538868,2572674,Mucor sp. NRRL A-26212,SRS5119201,SRR9712542,FB636,ZygoLCG
Mucor subtilissimus NRRL 6226,NRRL 6226,GZNWC,SAMN18251100,PRJNA710987,64621,Mucor subtilissimus,,,J3A54,ZygoLCG
Mucor tenuis NRRL 1435,NRRL 1435,HHBGB,SAMN15759845,PRJNA653084,2761445,Mucor tenuis,SRS7408749,SRR12690106,H4X11,ZygoLCG
Mucor varians NRRL 1760,NRRL 1760,CHXYG,SAMN09074668,PRJNA463327,91628,Mucor racemosus f. racemosus,SRS3664064,SRR7686256,DFQ22,ZygoLCG
Mucor zychae var. zychae NRRL 3243,NRRL 3243,CTHWG,SAMN10361576,PRJNA499690,1196563,Mucor zychae,SRS4289377,SRR8485170,EC984,ZygoLCG
Mucor zychii NRRL 3200,NRRL 3200,HCXGY,,,,,,,,ZygoLCG
Mycocladus corymbifer NRRL 1309,NRRL 1309,GAWCZ,SAMN11510245,PRJNA536231,42458,Lichtheimia corymbifera,SRS5126259,SRR9719283,FBX84,ZygoLCG
Mycoemilia scoparia NBRC 100468,NBRC 100468,GWCZT,SAMN15741997,PRJNA654309,417184,Mycoemilia scoparia,SRS7381885,SRR12659393,H4219,ZygoLCG
Mycotypha africana NRRL 2978,NRRL 2978,HCXGN,SAMN05445191,PRJNA332250,64632,Mycotypha africana,SRS1914416,SRR5166943;SRR6049697,BDF20,ZygoLCG
Mycotypha microspora Fenner NRRL 684,NRRL 684,GAWCY,SAMN11510229,PRJNA536197,64633,Mycotypha microspora,SRS5126289,SRR9719313,FBX50,ZygoLCG
Mycotypha microspora Fenner NRRL A-11005,NRRL A-11005,GAWGB,SAMN11510230,PRJNA536198,64633,Mycotypha microspora,SRS5126469,SRR9719598,FBX51,ZygoLCG
Mycotypha microspora IMI 282443,IMI 282443,COZTX,SAMN10362883,PRJNA500296,64633,Mycotypha microspora,SRS4247321,SRR8437488,EDC12,ZygoLCG
Mycotypha microspora NRRL 1572,NRRL 1572,HHBGU,SAMN15739634,PRJNA653039,64633,Mycotypha microspora,SRS7408849,SRR12690207,H4W66,ZygoLCG
Parasitella parasitica Bainier_Sydow NRRL 1461,NRRL 1461,GAWGO,SAMN11510253,PRJNA536241,35722,Parasitella parasitica,SRS5126669,SRR9719769,FBX94,ZygoLCG
Parasitella parasitica NRRL 2501,NRRL 2501,HHBHH,SAMN05445332,PRJNA334778,35722,Parasitella parasitica,SRS4573844,SRR8840798;SRR8840827;SRR12691100,BD408,ZygoLCG
Parasitella simplex NRRL 1460,NRRL 1460,GAWCX,SAMN11510178,PRJNA536148,35722,Parasitella parasitica,SRS5126163,SRR9719186,FBX01,ZygoLCG
Parasitella simplex NRRL 2500,NRRL 2500,HCXCB,SAMN16773216,PRJNA677213,35722,Parasitella parasitica,,,IWY25,ZygoLCG
Phycomyces blakesleeanus Burgeff NRRL 1465,NRRL 1465,GAWGY,SAMN11510250,PRJNA536236,4837,Phycomyces blakesleeanus,SRS5127903,SRR9719908,FBX89,ZygoLCG
Phycomyces blakesleeanus Burgeff var. piloboloides NRRL 2566,NRRL 2566,GAWAG,SAMN11533298,PRJNA538875,4837,Phycomyces blakesleeanus,SRS5119266,SRR9712607,FB643,ZygoLCG
